FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE_AGGR,Aggregato,VALUATION,Valutazione,ADJUSTMENT,Correzione,EDITION,Edizione,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregato (NOTE_DATA_TYPE_AGGR),NOTE_VALUATION,Valutazione (NOTE_VALUATION),NOTE_ADJUSTMENT,Correzione (NOTE_ADJUSTMENT),NOTE_EDITION,Edizione (NOTE_EDITION),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2002-Q2,59392.8,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2002-Q3,59530.4,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2002-Q4,59881.9,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2003-Q1,59726.6,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2003-Q2,59566.2,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2003-Q3,59734.8,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2003-Q4,60060.8,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2004-Q1,59617.3,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2004-Q2,59805.6,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2004-Q3,59591.1,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2004-Q4,59515.6,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2005-Q1,59525.6,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2005-Q2,59921,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2005-Q3,60060.3,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2005-Q4,60358.3,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2006-Q1,60351.9,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2006-Q2,60135.3,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2006-Q3,60088.7,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2006-Q4,60693.8,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2007-Q1,60780.2,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2007-Q2,60795.1,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2007-Q3,60532.1,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2007-Q4,60031.1,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2008-Q1,60050.4,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2008-Q2,59397.1,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2008-Q3,58781.2,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2008-Q4,57293,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2009-Q1,57163.7,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2009-Q2,56949.4,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2009-Q3,57010,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2009-Q4,56664.3,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2010-Q1,56296.2,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
Q,Trimestrale,IT,Italia,D21X31_C_W2_S1,Imposte al netto dei contributi ai prodotti,L_2020,Valori concatenati con anno di riferimento 2020,Y,Dati destagionalizzati,2025M11,Nov-2025,2010-Q2,56377.8,,,,,,,VAL__L_2020_N1,'Valori concatenati con anno di riferimento 2020: il concatenamento fornisce una misura dell"'aggregato economico di interesse in termini di volume, ossia al netto della dinamica dei prezzi ad esso sottostanti. Si noti che la somma dei valori concatenati delle componenti di un aggregato non è uguale al valore concatenato dell"'aggregato stesso.',CORREZ__Y_N1,Dati destagionalizzati:sono al netto delle fluttuazioni stagionali. I dati destagionalizzati si intendono anche corretti per gli effetti di calendario laddove questi risultano significativi. La correzione per gli effetti di calendario e la destagionalizzazione sono effettuate utilizzando la procedura Tramo–Seats.,,,,,EURO,Euro,6,Milioni
